제목,작성자,작성일,URL,본문,댓글데이터,댓글개수
모고가 계속3합6이라면,jaikaiee,2025-08-17 22:13:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28928216?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,​고3 모고가 계속 3합6이라면요(6모만 3합4)수능최저는 얼마로 원서써야 할까요. 무기명 투표 중수능최저3합63합73합8 투표하기 투표자 보기투표자 0명확인전체 투표자 보기투표자 0명확인 ​​,[작성자:또갱이|내용:셋다......어찌될지 모르니까 3합6을 기준으로 위아래 모두 쓰기|날짜:2025.08.18. 01:02] || [작성자:또갱이|내용:셋다......어찌될지 모르니까 3합6을 기준으로 위아래 모두 쓰기|날짜:2025.08.18. 01:02] || [작성자:또갱이|내용:셋다......어찌될지 모르니까 3합6을 기준으로 위아래 모두 쓰기|날짜:2025.08.18. 01:02] || [작성자:또갱이|내용:셋다......어찌될지 모르니까 3합6을 기준으로 위아래 모두 쓰기|날짜:2025.08.18. 01:02] || [작성자:unknown|내용:2025.08.18. 01:02답글쓰기0|날짜:2025.08.18. 01:02] || [작성자:unknown|내용:2025.08.18. 01:02답글쓰기|날짜:2025.08.18. 01:02],6
국어 비문학 철학지문,000099,2025-08-17 19:50:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28927990?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,제가 비문학에서 철학.. 그 중에서도 특히 동양철학을 싫어하고 자신이 없는데 철학지문 연습할만한 교재 추천해주실 수 있을까요?국어 백분위는 항상 99-100정도 나왔어서 실력향상보단 감 유지하기 + 자신감 채우기용으로 쓸 고난이도면 좋겠어요!,[작성자:ililllliliiiiilllll|내용:그정도시면 뭘풀기보다는 수특수완 비문학 정리된책 사셔서 배경지식 쌓기용으로 읽어보시는게제일 좋으실듯요 생윤하는 친구들이 철학 유리한게배경지식 때문이거든요!! 정리집은 강e분이랑 ebs에서 나온 분석집 추천드려요|날짜:2025.08.17. 20:00] || [작성자:ililllliliiiiilllll|내용:그정도시면 뭘풀기보다는 수특수완 비문학 정리된책 사셔서 배경지식 쌓기용으로 읽어보시는게제일 좋으실듯요 생윤하는 친구들이 철학 유리한게배경지식 때문이거든요!! 정리집은 강e분이랑 ebs에서 나온 분석집 추천드려요|날짜:2025.08.17. 20:00] || [작성자:ililllliliiiiilllll|내용:그정도시면 뭘풀기보다는 수특수완 비문학 정리된책 사셔서 배경지식 쌓기용으로 읽어보시는게제일 좋으실듯요 생윤하는 친구들이 철학 유리한게배경지식 때문이거든요!! 정리집은 강e분이랑 ebs에서 나온 분석집 추천드려요|날짜:2025.08.17. 20:00] || [작성자:ililllliliiiiilllll|내용:그정도시면 뭘풀기보다는 수특수완 비문학 정리된책 사셔서 배경지식 쌓기용으로 읽어보시는게제일 좋으실듯요 생윤하는 친구들이 철학 유리한게배경지식 때문이거든요!! 정리집은 강e분이랑 ebs에서 나온 분석집 추천드려요|날짜:2025.08.17. 20:00] || [작성자:unknown|내용:2025.08.17. 20:00답글쓰기0|날짜:2025.08.17. 20:00] || [작성자:unknown|내용:2025.08.17. 20:00답글쓰기|날짜:2025.08.17. 20:00],6
내신…수능,화니뿅뿅,2025-08-17 19:24:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28927954?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,"내신은 상위권 일반고 이과 2.4이고, 모고는 매번 올 1등급입니다.의대 가능할까요?",댓글없음,0
수능 100일이 깨지면 정신병이 찾아온다,골아파duck,2025-08-17 17:51:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28927847?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,"안녕하세요, 수험생 여러분.저는 작년 이맘때만 해도 수만휘 눈팅하면서 하루하루 버티던 평범한 수험생이었습니다. 그런데 어느새 대학생이 되어 이렇게 글을 남기게 되었네요.​주변에 수험생 친구들이 있어서 요즘 얘기를 들어보면, 100일이 깨지고 나서 다들 힘들어하더라고요. “지금 조금 더 한다고 달라질까?” 하는 불안, “이제 와서 가능할까?” 하는 회의감, 저도 똑같이 했던 고민입니다. 심지어 포기하고 싶다는 생각도 수도 없이 했습니다.​작년에 재수학원에 다닐 때, 저희끼리 100일 이후 시기를 농담처럼 ‘정신병 기간’이라고 불렀습니다. 근거 없는 불안감에 매일 흔들리고, 아무것도 못할 것 같다는 생각만 들었거든요. 그런데 웃긴 건, 그 불안이 근거 없는 경우가 대부분이라는 사실입니다. 지금 이 글을 보는 여러분만이라도, 그런 생각이 들 때 스스로 물어보세요.“이거 진짜 근거 있어?”아마 대부분은, 근거가 없습니다.그리고 이건 제가 직접 경험해서 자신 있게 말할 수 있어요.“지금 한다고 달라질까?”-> 네, 달라집니다.저는 수능 영어가 1년 내내 안 오르다가, 5등급에서 시험 날 단 한 번에 1등급이 나왔습니다. 하루아침에 바뀔 수 있냐고요? 네, 됩니다. 분명히 됩니다.여러분이 지금 쌓는 하루하루가 그냥 흘러가는 게 아니에요. 다 쌓이고 있다가, 어느 순간 성적으로 드러나게 됩니다. 지금 불안한 마음이 드는 건 당연한 거예요. 하지만 그 불안이 여러분의 가능성을 가로막게 두지 마세요.여러분은 이미 충분히 잘하고 있습니다. 남은 100일, 절대 짧지 않습니다. 끝까지 붙들고 나아가는 사람이 결국 웃을 수 있습니다.작년 수험생으로서, 이제는 선배로서 확실히 말할 수 있어요.여러분, 진짜 됩니다. 끝까지 해내세요.​파이팅입니다",댓글없음,0
정시 조언 구해요,히히키위,2025-08-17 17:11:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28927803?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,수능때 백분위 국수영생지 96 90 1 90 96가 목푠데 이정도면 이과 어디까지 가능할까요​​​살짝 동기부여 느낌으로 궁금해서용​현실적으로 부탁드립미다,댓글없음,0
문제풀이,사고교정수학쌤,2025-08-17 11:48:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28927493?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,​​ ​​,[작성자:녕ㄴ|내용:감사합니다!|날짜:2025.08.29. 23:07] || [작성자:녕ㄴ|내용:감사합니다!|날짜:2025.08.29. 23:07] || [작성자:녕ㄴ|내용:감사합니다!|날짜:2025.08.29. 23:07] || [작성자:녕ㄴ|내용:감사합니다!|날짜:2025.08.29. 23:07] || [작성자:unknown|내용:2025.08.29. 23:07답글쓰기0|날짜:2025.08.29. 23:07] || [작성자:unknown|내용:2025.08.29. 23:07답글쓰기|날짜:2025.08.29. 23:07],6
시대인재 서바이벌,안토니오맘,2025-08-17 10:38:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28927446?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,서바이벌 프로 모의고사는 어느정도 수준인가요.어제 아이 독서실에서 형아 누나들 시험보기에 궁금해서 여쭤봅니다.,[작성자:과거의 나에게 미안해|내용:제가 서바이벌 현장에서 본적 있었는데 수능보다 어려운적도 있었습니다|날짜:2025.08.17. 10:53] || [작성자:과거의 나에게 미안해|내용:제가 서바이벌 현장에서 본적 있었는데 수능보다 어려운적도 있었습니다|날짜:2025.08.17. 10:53] || [작성자:과거의 나에게 미안해|내용:제가 서바이벌 현장에서 본적 있었는데 수능보다 어려운적도 있었습니다|날짜:2025.08.17. 10:53] || [작성자:과거의 나에게 미안해|내용:제가 서바이벌 현장에서 본적 있었는데 수능보다 어려운적도 있었습니다|날짜:2025.08.17. 10:53] || [작성자:unknown|내용:2025.08.17. 10:53답글쓰기1|날짜:2025.08.17. 10:53] || [작성자:unknown|내용:2025.08.17. 10:53답글쓰기|날짜:2025.08.17. 10:53],6
"서울농대,사범대vs연,고대생명과학?",행복한희망,2025-08-17 09:55:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28927420?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,"아이가 의대 목표로 학원도 다니지않고혼자서 열심히 공부했는데내신이 떨어져서 의대는 못넣고ㅜㅜ서울농대 응용생물학과,사범대연,고대 생명과학어디가 나을까요?",[작성자:죠스808|내용:응생화요|날짜:2025.08.17. 09:57] || [작성자:죠스808|내용:응생화요|날짜:2025.08.17. 09:57] || [작성자:죠스808|내용:응생화요|날짜:2025.08.17. 09:57] || [작성자:죠스808|내용:응생화요|날짜:2025.08.17. 09:57] || [작성자:unknown|내용:2025.08.17. 09:57답글쓰기0|날짜:2025.08.17. 09:57] || [작성자:unknown|내용:2025.08.17. 09:57답글쓰기|날짜:2025.08.17. 09:57],6
공통수학2 쉬운 문제 풀이 부탁드려요,녕ㄴ,2025-08-17 03:48:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28927330?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,"ㄱ,ㄹ 틀린 건 알겠는데 ㄴ,ㄷ이 잘 안 나와요문제집 해설처럼 상세하게 적어서 도와주실 분 있나요 ?진리집합 구하는 방식으로 풀어주세요 ㅠㅠ","[작성자:수학이어라|내용:(a,b)=(x,y) 좌표처럼 생각p,r은 동치, 1사분면 or 3사분면 및 축 포함a와 b의 부호가 같다는 뜻q는 원의 방정식인데 반지름이 0인 원즉, 원점 (0,0)=(a,b)좌표에 그려보면 진리집합 관계를 알 수 있음|날짜:2025.08.17. 10:03] || [작성자:수학이어라|내용:(a,b)=(x,y) 좌표처럼 생각p,r은 동치, 1사분면 or 3사분면 및 축 포함a와 b의 부호가 같다는 뜻q는 원의 방정식인데 반지름이 0인 원즉, 원점 (0,0)=(a,b)좌표에 그려보면 진리집합 관계를 알 수 있음|날짜:2025.08.17. 10:03] || [작성자:수학이어라|내용:(a,b)=(x,y) 좌표처럼 생각p,r은 동치, 1사분면 or 3사분면 및 축 포함a와 b의 부호가 같다는 뜻q는 원의 방정식인데 반지름이 0인 원즉, 원점 (0,0)=(a,b)좌표에 그려보면 진리집합 관계를 알 수 있음|날짜:2025.08.17. 10:03] || [작성자:수학이어라|내용:(a,b)=(x,y) 좌표처럼 생각p,r은 동치, 1사분면 or 3사분면 및 축 포함a와 b의 부호가 같다는 뜻q는 원의 방정식인데 반지름이 0인 원즉, 원점 (0,0)=(a,b)좌표에 그려보면 진리집합 관계를 알 수 있음|날짜:2025.08.17. 10:03] || [작성자:unknown|내용:2025.08.17. 10:03답글쓰기0|날짜:2025.08.17. 10:03] || [작성자:unknown|내용:2025.08.17. 10:03답글쓰기|날짜:2025.08.17. 10:03]",6
대치에서 캐리어 보관할 곳,보녹성차,2025-08-17 02:00:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28927302?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,기숙사생이라 주말에 대치에서 바로 기숙사로 가야하는데 대치에 캐리어 보관할 곳 있나요? 대치역 물품보관함은 넘 비싸길래ㅠㅠ,"[작성자:Botogom|내용:백화점에 문의해보세요.
롯데카드 있으면 한티역 롯데백화점 낮시간은 무료였어요|날짜:2025.08.17. 12:06] || [작성자:Botogom|내용:백화점에 문의해보세요.
롯데카드 있으면 한티역 롯데백화점 낮시간은 무료였어요|날짜:2025.08.17. 12:06] || [작성자:Botogom|내용:백화점에 문의해보세요.
롯데카드 있으면 한티역 롯데백화점 낮시간은 무료였어요|날짜:2025.08.17. 12:06] || [작성자:Botogom|내용:백화점에 문의해보세요.
롯데카드 있으면 한티역 롯데백화점 낮시간은 무료였어요|날짜:2025.08.17. 12:06] || [작성자:unknown|내용:2025.08.17. 12:06답글쓰기0|날짜:2025.08.17. 12:06] || [작성자:unknown|내용:2025.08.17. 12:06답글쓰기|날짜:2025.08.17. 12:06]",6
생명1 백호 vs 홍준용,hyuniiiis,2025-08-16 22:49:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28927106?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,생명1이 비유전은 백호가 좋긴 한데 유전은 사람마다 호불호가 좀 갈리더라구요ㅜㅜ 요즘 홍준용T 점점 많이 듣는 것 같은데 혹시 들어보신 분 계시면 비교 좀 해주실 수 있으실까요?,[작성자:lliilliiilllllll|내용:전 백호 듣다가 도움안된다 생각해서 홍준용으로 넘어왔으요좀 더 일찍 넘어올걸 후회중..|날짜:2025.08.16. 23:21] || [작성자:lliilliiilllllll|내용:전 백호 듣다가 도움안된다 생각해서 홍준용으로 넘어왔으요좀 더 일찍 넘어올걸 후회중..|날짜:2025.08.16. 23:21] || [작성자:lliilliiilllllll|내용:전 백호 듣다가 도움안된다 생각해서 홍준용으로 넘어왔으요좀 더 일찍 넘어올걸 후회중..|날짜:2025.08.16. 23:21] || [작성자:lliilliiilllllll|내용:전 백호 듣다가 도움안된다 생각해서 홍준용으로 넘어왔으요좀 더 일찍 넘어올걸 후회중..|날짜:2025.08.16. 23:21] || [작성자:unknown|내용:2025.08.16. 23:21답글쓰기0|날짜:2025.08.16. 23:21] || [작성자:unknown|내용:2025.08.16. 23:21답글쓰기|날짜:2025.08.16. 23:21],6
시발점,고1임09,2025-08-16 21:57:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28927059?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,대수 시발점+워크북 있습니다. 워크북+(시중문제집) 동시에워크북 하고 시중문제집중에 뭘 하고 뉴런으로 넘어가야 할까요?? 문제집 추천도 부탁드립니다!​,댓글없음,0
수시 20번 넘게 넣어본 사람이 해주는 수시 상담,해와별과달,2025-08-16 21:38:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28927034?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,"되도록이면 의치한약수 서연고 위주로 가능합니다1.6이내를 잘압니다궁금하신거 있는분 댓글달아주세요 가능한 자세하게 말씀해주셔야 판단이 가능합니다(점쟁이가 아닙니다,)","[작성자:세르게이31|내용:논술도 여쭤봐도 되나요?
19명 카의 vs. 5명 성의
어디가 더 쉽다고 생각하시나요?
우문의 현답 기다려봅니다 ㅎ|날짜:2025.08.16. 22:21] || [작성자:세르게이31|내용:논술도 여쭤봐도 되나요?
19명 카의 vs. 5명 성의
어디가 더 쉽다고 생각하시나요?
우문의 현답 기다려봅니다 ㅎ|날짜:2025.08.16. 22:21] || [작성자:세르게이31|내용:논술도 여쭤봐도 되나요?
19명 카의 vs. 5명 성의
어디가 더 쉽다고 생각하시나요?
우문의 현답 기다려봅니다 ㅎ|날짜:2025.08.16. 22:21] || [작성자:세르게이31|내용:논술도 여쭤봐도 되나요?
19명 카의 vs. 5명 성의
어디가 더 쉽다고 생각하시나요?
우문의 현답 기다려봅니다 ㅎ|날짜:2025.08.16. 22:21] || [작성자:unknown|내용:2025.08.16. 22:21답글쓰기|날짜:2025.08.16. 22:21] || [작성자:unknown|내용:2025.08.16. 22:21답글쓰기|날짜:2025.08.16. 22:21]",6
수시컨설팅 조언부탁드립니다,해솔샘,2025-08-16 20:47:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28926981?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=25,아이가 고3이고 수시로 성신여대 세종대 단국대 부산대 경북대 하향으로 부경대 생각중입니다담임과 상담받고는 너무 스트레스받아하네요07년생이 많아 하향을 안정으로 봐야할꺼라며하향을 더 써야할꺼라구요실망이 너무 큰지 넘나 우울해 하네요컨설팅을 받아보면 좀 안심될꺼 같아서요추천이나 정보좀 부탁드려요🙏,[작성자:하호오홍|내용:마감일수도 있는데 ㅠ 쪽지 드려볼께요~|날짜:2025.08.16. 21:11] || [작성자:하호오홍|내용:마감일수도 있는데 ㅠ 쪽지 드려볼께요~|날짜:2025.08.16. 21:11] || [작성자:하호오홍|내용:마감일수도 있는데 ㅠ 쪽지 드려볼께요~|날짜:2025.08.16. 21:11] || [작성자:하호오홍|내용:마감일수도 있는데 ㅠ 쪽지 드려볼께요~|날짜:2025.08.16. 21:11] || [작성자:unknown|내용:2025.08.16. 21:11답글쓰기0|날짜:2025.08.16. 21:11] || [작성자:unknown|내용:2025.08.16. 21:11답글쓰기|날짜:2025.08.16. 21:11],6
