제목,URL,본문,댓글개수
노력하면 불가능은 없다는 말에 대해 어떻게 생각하시나요?,https://cafe.naver.com/f-e/cafes/10197921/articles/29020774?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,답 해주시면 감사하겠습니다,6
혹시 여기 설의간 분 계시나요?,https://cafe.naver.com/f-e/cafes/10197921/articles/29020734?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,있으시다면 답 달아주세요,6
정시 가능 대학6모,https://cafe.naver.com/f-e/cafes/10197921/articles/29020673?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,6모 백분위언매 94미적 97영어 1등급물1 98화1 94​9모언매 93미적 97영어 1등급물1 90화1 93​대충 이 점수들 평균 내면 어떤 대학까지 가능할까요? 전기전자공학과 희망합니다. 한국사는 다 1등급이고요.​,6
예비 고3 겨울방학 수학,https://cafe.naver.com/f-e/cafes/10197921/articles/29020618?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,"뭐뭐해야 하나요?? 수1수2 복습(수능대비)+미적분 예습(내신+수능)까지 다 하 는게 가능한가요?? ㅠ 내신기면서 정시준비도 같이 하고 있어서 수1수2 복습 도 소홀히 할 수가 없어요...밑에 사진은 방학때 뭐 들을지 대충 커리짜본건데 시발점 미적분만해도 볼륨이 엄 청나고(60일 방학내내 하루한강씩들어도 소화못할양,,.) 수1수2 아이디어까지하 면 하루 2-3강은 기본인데... 다들 이렇게 하는거 맞나요...? 조언좀 부탁드려요 ㅠㅠ​+방학때 잇올(통학) 등록할거라 순공시간은 어느정도 확보 가능해요 ​",6
수학강사 준지,https://cafe.naver.com/f-e/cafes/10197921/articles/29020538?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,안녕하세요 ! 군복무중인 군인입니다 군대에서 수학강사라는 꿈을 갖게되어 열심히 준비하여 강사의 꿈을 이여보려합니다 ! 수능 본 지는 2년 됐고 그때 제가 1등급 백분위 97이 나왔었습니다! 전역하면 바로 강사 꿈을 이어가보고 싶어서 공부를 하려는데 인강만 보고 자습서로 공부를 안 해봐서 책 하나만 추천해주시면 감사하겠습니다~~!!,6
생명과학 I 헷갈리는 개념들 총정리,https://cafe.naver.com/f-e/cafes/10197921/articles/29020521?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,"1. 세균은 생물적 요인이다.2. 세균은 핵 X 세포막 O 단백질 O DNA OEx) 흑사병 결핵 3. 바이러스는 핵 X 세포막 X 단백질 O DNA/RNA OEx) 홍역 AIDS 감기 소아마비4. 이자의 교감신경에서 활동 전위 발생 빈도 증가시 글루카곤 분비 촉진, 부교감신경이면 인슐린 촉진5. 교감신경은 척수에6. 부교감신경은 척수(방광) / 연수(호흡 심장박동 소화운동) / 중간뇌 (안구)7. 대뇌 겉질 회색질 (신경세포체 + 가지돌기) // 속질 백색질 (축삭돌기)8. 원심성 신경 (운동 신경) -> 체성신경, 자율신경9. 자율신경 -> 교감, 부교감 신경. 신경절 있음10. 체성신경 -> 골격근에 아세틸콜린 분비. 신경절 없음11. 후근(등) 감각신경 / 전근(앞) 운동신경12. 독립변인은 탐구 결과에 영향을 주는 것. 조작변인(의도적으로 변화시키는 것)과 통제변인(동일하게 유지)가 있음13. 종속변인은 측정되는 값. 영향을 받아 변한 요인14. 형질세포는 기억세포로 분화할 수 없음15. 체세포 분열에서 2가염색체 등장 불가능16. 체세포 분열은 염색분체가 분리됨17. 혈액량이 증가하면 ADH 감소18. 온도가 높아지면 혈관 팽창19. B 림프구는 골수, T 림프구는 가슴샘 성숙20. 혈청에는 기억, 형질세포가 존재하지 않음 항체만 존재21. 응집원 (항원) - 적혈구 표면 // 응집소 (항체) - 혈장22. 경쟁 배타원리는 둘중 하나는 사라져야함23. 복대립유전 (ABO 혈액형)은 단일인자유전​​자주 틀리거나 헷갈렸던 개념들입니다. 쉬운 개념은 포함하지 않았습니다.수험생분들 늘 응원합니다.​",0
의대  정시로 가신 분들 고3. 모고 성적?,https://cafe.naver.com/f-e/cafes/10197921/articles/29020493?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,수능과 다 비슷하신가요?​다 한두개.세개 차이로 대학이 갈리잖아요.​보통 실수로 한두개씩 더 틀리거나 덜틀려서모고는 왔다갔다 하던데​수능땐 멘탈도 중요하니 변수가 더 많겠죠?​모고성적과 비슷하신가요? 캐바캐겠지만요,0
인천대 전자공 붙으신분들이나 아시는분들  정시백분위좀 알려주세용 ㅠㅜ,https://cafe.naver.com/f-e/cafes/10197921/articles/29020412?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,궁금해욤​국60 수84 영4 탐구 87 87 이면 가능할까욤 ​수탐비율이 65퍼던데 합쳐서 국어영어를못해서 수탐으로 커버칠수있을까요,6
지구과학 안성진 선생님,https://cafe.naver.com/f-e/cafes/10197921/articles/29020395?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,고2때 지구과학 선택을 안해서 고3 겨울방학부터 혼자 개념공부를 하다가 막히는 부분에서 VEGA개념완성도 같이 들으면서 공부하니 정말 도움이 많이 되는듯강의하실때 사용하시는 자료도 좋아서 이해하기도 편함​그리고 기출을 풀때 어렵거나 모르는 부분을 아스트라 심화기출에서 대부분 다루고 있어서 꼭 추천하고 싶음단순한 기출분석이 아니라 심도있게 파고들어서 잘 모르거나 놓치는 부분까지 챙길 수 있었음​그리고 지평선 강의는 신유형의 끝을 보는 기분임그동안 기출을 풀면서 마주치지 못한 새로운 경험을 하게 되어서 더 흥미로웠음​내년에 지구과학 선택하시는 분들은 꼭 들어보시길!!,0
수학 무물보 53탄,https://cafe.naver.com/f-e/cafes/10197921/articles/29020389?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,즐거운 추석되세요~ 수학 학습법 고민 댓글로 받아드립니다!,6
최저 2합8,https://cafe.naver.com/f-e/cafes/10197921/articles/29020298?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,최저 맞출 과목이 수학 영어 사문인데수학3 영어4 사문4 나왔어요.... 수능가면 한두등급씩 떨어진다는데 가능한가요?...ㅠ,6
"생1 근수축, 막전위 공부법",https://cafe.naver.com/f-e/cafes/10197921/articles/29020295?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,"모의고사에서 유전은 다 맞는데 근수축, 막전위를 자꾸 틀려요..ㅠㅠ근수축, 막전위 빼놓고 다른 거 풀다 돌아오면 시간도 부족하고 어디서부터 손 대야할지 모르겠어요개념은 다 되어있어요! 어떤 것부터 시작해야할지 조언 부탁드립니다..!",6
예비고3 선택과목 고민 도와주세요,https://cafe.naver.com/f-e/cafes/10197921/articles/29020218?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,이공계는 다 열어두고 생각하고 싶어요자퇴생이라 n수생만큼 시간 쓸 수 있습니다​확통을 해봤는데 경우의 수가 어렵게 나오면잘 못 풀겠더라구요 확통에서 틀리면 훅훅 내려가는 게싫어서 미적 또는 기하로 바꿀 생각인데기하는 어떻게 생각하시나요?미적보단 가성비인데 표점 차이는 많이 안 나는 거같아서요 물론 컨텐츠가 별로 없고 애초에사람이 너무 없는 게 걸리고 미적에 비해 공통과의연계도 아예 없는 게 그렇긴하지만 그래도미적보단 나을 거 같다는 생각이 들긴 해서요​다음으로 탐구인데올해는 지1 사문을 선택했고 9월 평가원에서각각 3등급을 받았는데요 사문은 유지할 거 같고 바꾼다면 지구를 바꿀 거 같은데개념이랑 기출 열심히 한 게 아깝기도 하고올해는 사실 국수에 투자하느라 탐구 공부를 많이못하기도 했어서 내년엔 개념도 새로 안들어도 되니까조금 더 해볼까 싶다가도 1년 더 해서 1등급 받을 수 있을까 의문이 들기도 합니다사탐 두개해서 국수 더 올리는 게 낫지않을까싶으면서도 중경시 이상 이공계에 과탐 가산이5%씩 있는 곳들 보면 놓지 말고 계속할까자꾸 고민이 드네요 ㅠ읽어주셔서 감사합니다.. 남은 기간도 화이팅하시고n수분들 찐 고3분들 올해 꼭 원하는 대학 가세요🥺​,8
수능+검고? 개념집 추천드립니다..+공부법,https://cafe.naver.com/f-e/cafes/10197921/articles/29020189?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,"제가 아파서 자퇴한후에 내년 수능을 볼려고 하는데 기본기가 거의 안되어있는데 찐득하게 개념학습이 가능한 문제집 추천 가능할까요?​그리고 개념을 이해하는 방법에 관하여서 책에서 우연히 봤는데요​「이해 중심으로 진행하되, 실전에서 적용할 수 있도록 시간 배분을 명확히 하는 것이 핵심입니다: 먼저 **첫 만남(10–15분)**에는 목차와 소제목으로 전체 구조를 훑고 새로 나오는 정의와 핵심 정리(공식)를 ‘눈으로만’ 파악해 오늘의 지도를 그립니다; 다음 **본 학습(학습 시간의 50–60%)**에서는 정의를 책에서 정독한 뒤 노트에 내 말로 다시 쓰고(예/비예시 각각 1개 이상), 핵심 정리의 증명은 손으로 베껴 쓰며 각 단계가 왜 타당한지 논리적으로 확인하되 10분 이상 막히면 크게 ★ 표시하고 구체적 질문(왜 이걸 이렇게 놓는가?)을 적어두고 일단 넘어가는 것을 규칙으로 삼습니다; 이어 **적용 단계(20–30%)**에서는 단원의 가장 쉬운 예제부터 풀어 개념을 문제에 적용하는 법을 확인하고, 그 과정에서 ★표시한 부분으로 돌아가 문제를 통해 이해를 완성하며 틀린 문제는 ‘어떤 개념을 놓쳤는지’ 한 줄로 원인을 적어 복습 포인트로 삼습니다; 마지막 **마무리(약 10분)**에는 노트 덮고 오늘 핵심 1–3개를 소리 내어 설명해보고(설명이 막히면 아직 정리되지 않은 부분), 남은 ★ 질문은 선생님·친구·온라인 커뮤니티에 물어볼 수 있도록 명확히 정리해 둡니다. 전반적인 마음가짐은 ‘암기 지양, 스토리(증명)로 이해하기, 문제는 이해 검증용으로 최소화’이며 초반에는 주변의 도움(보조바퀴)을 받아 균형을 익힌 뒤 스스로 연결해나가는 과정이라는 점을 항상 기억하세요. 」챗 지피티로 내용을 요약 해달라고 해서 이렇게나왔는데 이게 괜찮은 공부법 인가요?",6
영어 듣기,https://cafe.naver.com/f-e/cafes/10197921/articles/29020087?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,듣기 방송 시작되자마자 70분인가요 아니면 문제지를 넘기고~부터 70분인가요..?,0
이명학 모의고사 아카이브,https://cafe.naver.com/f-e/cafes/10197921/articles/29020075?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,이명학 모의고사를 사려다가 모의고사 아카이브를 사버렸는데 기출 뒤에 있는 실전 모의고사 난이도가 어떤가요? 올해 9월 모고보다 어렵나요? 쉽나요?,0
김재훈T 추특 듣는분 계시나요,https://cafe.naver.com/f-e/cafes/10197921/articles/29020071?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,라이브반 ​그 시간에 못 들으면 복영이나 vod 제공 안 해주죠?,6
즐추입니당~~,https://cafe.naver.com/f-e/cafes/10197921/articles/29020034?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,즐추 열공!!,0
경한vs단치 선택은?,https://cafe.naver.com/f-e/cafes/10197921/articles/29020001?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,6논술 정시파이터 현역아들램 입니다수시 6논술 메디컬 골고루 썼어요어정시 기숙사학교여서 담쌤과 아이가 알아서 수시원서는 썼습니다베스트는 수능잘봐서 논술안가고가나다군 성적에 맞는 의대쓰고 붙고싶습니다!부득이 수능결과가 논술을 가야만할때경한 단치가 한날로 겹칩니다개취겠지만 대부분의 일반적 선호도 알고싶네요 ​,6
"건축학과 정시 (사탐하나,과탐하나",https://cafe.naver.com/f-e/cafes/10197921/articles/29019995?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,"사탐하나 과탐하나로 인서울 높은대학들 건축학과 합격 가능한가요? 과탐은 한다면 지구할려고 하는데 어떻게 생각하시나요? 나머지 과목은 아마 언매,미적선택할것 같아요..등급은 다 잘나온다는 가정하에(디자인쪽으로 복수전공이 최종목표입니다..실시준비가 늦어서 나중에 포트폴리오로 들어가려구요..)",0
이감 파이널 양 질문,https://cafe.naver.com/f-e/cafes/10197921/articles/29019992?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,이감 파이널 지금 주문해서 연휴 끝나고 도착하고부터 시작할 생각인데 미친짓임ㄴ가요?... 국영수만 공부하긴해요ㅜ.ㅜ,6
범어동 ym 트루매쓰 엘엔케이,https://cafe.naver.com/f-e/cafes/10197921/articles/29019985?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,대구 수성구 범어동에 ym 트루매쓰 엘엔케이 등등 수학학원 분위기 어떤지 아시는 분들 있나요? 댓글이나 쪽지 부탁들비니다. 범어동 수학학원 ym,6
수능 노베이스,https://cafe.naver.com/f-e/cafes/10197921/articles/29019979?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=7,안녕하세요수능이 2028학년도부터 바뀐다고 들었습니다.지잡대 간호학과 1학년 1학기까지 다니다가 몸이 안좋아서 휴학을 2년째 하고 있습니다.살면서 꼭 도전해보고싶었던 게 의대였는데조선대학교의과대학이나 전남대학교의과대학에 들어가고 싶습니다.수능은 완전 노베이스 6-7등급 나오고될때까지 해볼 생각입니다뭐부터 시작해야할까요?정승제 개때잡부터 들어야할가요 이미지선생님꺼부터 들어야할까요막막해서 여기에 물어봅니다..,6
